+++ SW1 with alias 'cli': executing command 'show feature' +++
show feature
Feature Name          Instance  State   
private-vlan           1          disabled
privilege              1          disabled
ptp                    1          disabled
restconf               1          disabled
rip                    1          disabled
rip                    2          disabled
rip                    3          disabled
rip                    4          disabled
rise                   1          disabled
scheduler              1          disabled
scpServer              1          disabled
segment-routing        1          disabled
sflow                  1          disabled
sftpServer             1          disabled
sla_responder          1          disabled
sla_sender             1          disabled
sla_twamp              1          disabled
smart-channel          1          disabled
srte                   1          disabled
srv6                   1          disabled
sshServer              1          enabled 
tacacs                 1          disabled
telemetry              1          disabled
telnetServer           1          disabled
tun_enc_mgr            1          disabled
tunnel                 1          disabled
udld                   1          disabled
vmfex                  1          disabled
vmtracker              1          disabled
vni                    1          disabled
vnseg_vlan             1          disabled
vpc                    1          disabled
vrrp                   1          disabled
vrrpv3                 1          disabled
vtp                    1          disabled
SW1# 
+++ SW1 with alias 'cli': executing command 'show ip ospf vrf all' +++
show ip ospf vrf all

 Routing Process 1 with ID 3.3.3.3 VRF default
 Routing Process Instance Number 1
 Stateful High Availability enabled
 Graceful-restart is configured
   Grace period: 60 state: Inactive 
   Last graceful restart exit status: None
 Supports only single TOS(TOS0) routes
 Supports opaque LSA
 This router is an area border
 Administrative distance 110
 Reference Bandwidth is 40000 Mbps
 SPF throttling delay time of 200.000 msecs,
   SPF throttling hold time of 1000.000 msecs, 
   SPF throttling maximum wait time of 5000.000 msecs
 LSA throttling start time of 0.000 msecs,
   LSA throttling hold interval of 5000.000 msecs, 
   LSA throttling maximum wait time of 5000.000 msecs
 Minimum LSA arrival 1000.000 msec
 LSA group pacing timer 10 secs
 Maximum paths to destination 8
 Number of external LSAs 0, checksum sum 0
 Number of opaque AS LSAs 0, checksum sum 0
 Number of areas is 2, 2 normal, 0 stub, 0 nssa
 Number of active areas is 2, 2 normal, 0 stub, 0 nssa
 Install discard route for summarized external routes.
 Install discard route for summarized internal routes.
 Number of new LSAs originated : 10
 Number of new LSAs received : 7
 RFC1583: Disabled, IOS Compatibility: Disabled
   Area BACKBONE(0.0.0.0) 
        Area has existed for 00:04:25
        Interfaces in this area: 1 Active interfaces: 1
        Passive interfaces: 0  Loopback interfaces: 0
        No authentication available
        SPF calculation has run 3 times
         Last SPF ran for 0.000587s
        Area ranges are
        Number of LSAs: 8, checksum sum 0x47ad6
   Area (0.0.0.3) (Inactive)
        Area has existed for 00:05:51
        Interfaces in this area: 1 Active interfaces: 1
        Passive interfaces: 0  Loopback interfaces: 1
        No authentication available
        SPF calculation has run 6 times
         Last SPF ran for 0.000142s
        Area ranges are
        Number of LSAs: 5, checksum sum 0x26e58
SW1# 
+++ SW1 with alias 'cli': executing command 'show ip ospf mpls ldp interface vrf all' +++
show ip ospf mpls ldp interface vrf all
loopback0 - Process ID 1 VRF default, area 0.0.0.3
    LDP Autoconfig not enabled
    LDP Sync not enabled, not required
    State LOOPBACK, Network type LOOPBACK
Ethernet1/2 - Process ID 1 VRF default, area 0.0.0.0
    LDP Autoconfig not enabled
    LDP Sync not enabled, not required
    State BDR, Network type BROADCAST
SW1# 
+++ SW1 with alias 'cli': executing command 'show ip ospf database router detail vrf all' +++
show ip ospf database router detail vrf all
        OSPF Router with ID (3.3.3.3) (Process ID 1 VRF default)

                Router Link States (Area 0.0.0.0)

   LS age: 264
   Options: 0x22 (No TOS-capability, DC)
   LS Type: Router Links
   Link State ID: 1.1.1.1 
   Advertising Router: 1.1.1.1
   LS Seq Number: 0x80000004
   Checksum: 0x82b6
   Length: 36
   Area border router
    Number of links: 1

     Link connected to: a Transit Network
      (Link ID) Designated Router address: 192.168.12.2
      (Link Data) Router Interface address: 192.168.12.1
       Number of TOS metrics: 0
         TOS   0 Metric: 1

   LS age: 252
   Options: 0x22 (No TOS-capability, DC)
   LS Type: Router Links
   Link State ID: 2.2.2.2 
   Advertising Router: 2.2.2.2
   LS Seq Number: 0x80000007
   Checksum: 0xb267
   Length: 48
   Area border router
    Number of links: 2

     Link connected to: a Transit Network
      (Link ID) Designated Router address: 192.168.23.1
      (Link Data) Router Interface address: 192.168.23.1
       Number of TOS metrics: 0
         TOS   0 Metric: 1

     Link connected to: a Transit Network
      (Link ID) Designated Router address: 192.168.12.2
      (Link Data) Router Interface address: 192.168.12.2
       Number of TOS metrics: 0
         TOS   0 Metric: 1

   LS age: 254
   Options: 0x2 (No TOS-capability, No DC)
   LS Type: Router Links
   Link State ID: 3.3.3.3 
   Advertising Router: 3.3.3.3
   LS Seq Number: 0x80000003
   Checksum: 0x8587
   Length: 36
   Area border router
    Number of links: 1

     Link connected to: a Transit Network
      (Link ID) Designated Router address: 192.168.23.1
      (Link Data) Router Interface address: 192.168.23.2
       Number of TOS metrics: 0
         TOS   0 Metric: 40


                Router Link States (Area 0.0.0.3)

   LS age: 260
   Options: 0x2 (No TOS-capability, No DC)
   LS Type: Router Links
   Link State ID: 3.3.3.3 
   Advertising Router: 3.3.3.3
   LS Seq Number: 0x80000006
   Checksum: 0x57d0
   Length: 36
   Area border router
    Number of links: 1

     Link connected to: a Stub Network
      (Link ID) Network/Subnet Number: 3.3.3.3
      (Link Data) Network Mask: 255.255.255.255
       Number of TOS metrics: 0
         TOS   0 Metric: 1


SW1# 
+++ SW1 with alias 'cli': executing command 'show ip ospf database network detail vrf all' +++
show ip ospf database network detail vrf all
        OSPF Router with ID (3.3.3.3) (Process ID 1 VRF default)

                Network Link States (Area 0.0.0.0)

   LS age: 272
   Options: 0x22 (No TOS-capability, DC)
   LS Type: Network Links
   Link State ID: 192.168.12.2 (Designated Router address)
   Advertising Router: 2.2.2.2
   LS Seq Number: 0x80000001
   Checksum: 0x7d34
   Length: 32
   Network Mask: /30
         Attached Router: 2.2.2.2
         Attached Router: 1.1.1.1

   LS age: 255
   Options: 0x22 (No TOS-capability, DC)
   LS Type: Network Links
   Link State ID: 192.168.23.1 (Designated Router address)
   Advertising Router: 2.2.2.2
   LS Seq Number: 0x80000001
   Checksum: 0x722d
   Length: 32
   Network Mask: /30
         Attached Router: 2.2.2.2
         Attached Router: 3.3.3.3


SW1# 
+++ SW1 with alias 'cli': executing command 'show ip ospf database summary detail vrf all' +++
show ip ospf database summary detail vrf all
        OSPF Router with ID (3.3.3.3) (Process ID 1 VRF default)

                Summary Network Link States (Area 0.0.0.0)

   LS age: 282
   Options: 0x22 (No TOS-capability, DC)
   LS Type: Network Summary
   Link State ID: 1.1.1.1 (Network address)
   Advertising Router: 1.1.1.1
   LS Seq Number: 0x80000001
   Checksum: 0x47ec
   Length: 28
   Network Mask: /32
      TOS:   0 Metric: 1

   LS age: 329
   Options: 0x22 (No TOS-capability, DC)
   LS Type: Network Summary
   Link State ID: 2.2.2.2 (Network address)
   Advertising Router: 2.2.2.2
   LS Seq Number: 0x80000001
   Checksum: 0xfa31
   Length: 28
   Network Mask: /32
      TOS:   0 Metric: 1

   LS age: 260
   Options: 0x2 (No TOS-capability, No DC)
   LS Type: Network Summary
   Link State ID: 3.3.3.3 (Network address)
   Advertising Router: 3.3.3.3
   LS Seq Number: 0x80000002
   Checksum: 0x8eb4
   Length: 28
   Network Mask: /32
      TOS:   0 Metric: 1


                Summary Network Link States (Area 0.0.0.3)

   LS age: 251
   Options: 0x2 (No TOS-capability, No DC)
   LS Type: Network Summary
   Link State ID: 1.1.1.1 (Network address)
   Advertising Router: 3.3.3.3
   LS Seq Number: 0x80000002
   Checksum: 0x869b
   Length: 28
   Network Mask: /32
      TOS:   0 Metric: 42

   LS age: 251
   Options: 0x2 (No TOS-capability, No DC)
   LS Type: Network Summary
   Link State ID: 2.2.2.2 (Network address)
   Advertising Router: 3.3.3.3
   LS Seq Number: 0x80000002
   Checksum: 0x4ed0
   Length: 28
   Network Mask: /32
      TOS:   0 Metric: 41

   LS age: 251
   Options: 0x2 (No TOS-capability, No DC)
   LS Type: Network Summary
   Link State ID: 192.168.12.0 (Network address)
   Advertising Router: 3.3.3.3
   LS Seq Number: 0x80000002
   Checksum: 0x6252
   Length: 28
   Network Mask: /30
      TOS:   0 Metric: 41

   LS age: 260
   Options: 0x2 (No TOS-capability, No DC)
   LS Type: Network Summary
   Link State ID: 192.168.23.0 (Network address)
   Advertising Router: 3.3.3.3
   LS Seq Number: 0x80000002
   Checksum: 0xdecb
   Length: 28
   Network Mask: /30
      TOS:   0 Metric: 40


SW1# 
+++ SW1 with alias 'cli': executing command 'show ip ospf database external detail vrf all' +++
show ip ospf database external detail vrf all
        OSPF Router with ID (3.3.3.3) (Process ID 1 VRF default)

SW1# 
+++ SW1 with alias 'cli': executing command 'show ip ospf database opaque-area detail vrf all' +++
show ip ospf database opaque-area detail vrf all
        OSPF Router with ID (3.3.3.3) (Process ID 1 VRF default)

SW1# 
+++ SW1 with alias 'cli': executing command 'show ip ospf virtual-links vrf all' +++
show ip ospf virtual-links vrf all
SW1# 
+++ SW1 with alias 'cli': executing command 'show ip ospf interface vrf all' +++
show ip ospf interface vrf all
 loopback0 is up, line protocol is up
    IP address 3.3.3.3/32
    Process ID 1 VRF default, area 0.0.0.3
    Enabled by interface configuration
    State LOOPBACK, Network type LOOPBACK, cost 1
    Index 1
 Ethernet1/2 is up, line protocol is up
    IP address 192.168.23.2/30
    Process ID 1 VRF default, area 0.0.0.0
    Enabled by interface configuration
    State BDR, Network type BROADCAST, cost 40
    Index 2, Transmit delay 1 sec, Router Priority 1
    Designated Router ID: 2.2.2.2, address: 192.168.23.1
    Backup Designated Router ID: 3.3.3.3, address: 192.168.23.2
    1 Neighbors, flooding to 1, adjacent with 1
    Timer intervals: Hello 10, Dead 40, Wait 40, Retransmit 5
      Hello timer due in 00:00:04
    No authentication
    Number of opaque link LSAs: 0, checksum sum 0
    Interface ospf state change count: 2
SW1# 
+++ SW1 with alias 'cli': executing command 'show ip ospf neighbors detail vrf all' +++
show ip ospf neighbors detail vrf all
 Neighbor 2.2.2.2, interface address 192.168.23.1
    Process ID 1 VRF default, in area 0.0.0.0 via interface Ethernet1/2
    State is FULL, 5 state changes, last change 00:04:15
    Neighbor priority is 1
    DR is 192.168.23.1 BDR is 192.168.23.2
    Hello options 0x12, dbd options 0x52
    Last non-hello packet received 00:04:12
      Dead timer due in 00:00:34

SW1# 
+++ SW1 with alias 'cli': executing command 'show ip ospf sham-links vrf all' +++
show ip ospf sham-links vrf all
                   ^
% Invalid command at '^' marker.
SW1# 
Could not learn <class 'genie.libs.parser.nxos.show_ospf.ShowIpOspfShamLinks'>
Invalid command has been executed
+====================================================================================================================================================+
| Commands for learning feature 'Ospf'                                                                                                               |
+====================================================================================================================================================+
| - Parsed commands                                                                                                                                  |
|----------------------------------------------------------------------------------------------------------------------------------------------------|
|   cmd: <class 'genie.libs.parser.nxos.show_feature.ShowFeature'>                                                                                   |
|   cmd: <class 'genie.libs.parser.nxos.show_ospf.ShowIpOspf'>, arguments: {'vrf':'all'}                                                             |
|   cmd: <class 'genie.libs.parser.nxos.show_ospf.ShowIpOspfMplsLdpInterface'>, arguments: {'interface':'','vrf':'all'}                              |
|   cmd: <class 'genie.libs.parser.nxos.show_ospf.ShowIpOspfDatabaseRouterDetail'>, arguments: {'vrf':'all'}                                         |
|   cmd: <class 'genie.libs.parser.nxos.show_ospf.ShowIpOspfDatabaseNetworkDetail'>, arguments: {'vrf':'all'}                                        |
|   cmd: <class 'genie.libs.parser.nxos.show_ospf.ShowIpOspfDatabaseSummaryDetail'>, arguments: {'vrf':'all'}                                        |
|   cmd: <class 'genie.libs.parser.nxos.show_ospf.ShowIpOspfDatabaseExternalDetail'>, arguments: {'vrf':'all'}                                       |
|   cmd: <class 'genie.libs.parser.nxos.show_ospf.ShowIpOspfDatabaseOpaqueAreaDetail'>, arguments: {'vrf':'all'}                                     |
|   cmd: <class 'genie.libs.parser.nxos.show_ospf.ShowIpOspfInterface'>, arguments: {'interface':'','vrf':'all'}                                     |
|   cmd: <class 'genie.libs.parser.nxos.show_ospf.ShowIpOspfNeighborDetail'>, arguments: {'neighbor':'','vrf':'all'}                                 |
|====================================================================================================================================================|
| - Commands not accepted on the device                                                                                                              |
|----------------------------------------------------------------------------------------------------------------------------------------------------|
|   cmd: <class 'genie.libs.parser.nxos.show_ospf.ShowIpOspfShamLinks'>, arguments: {'vrf':'all'}                                                    |
|====================================================================================================================================================|
| - Commands with empty output                                                                                                                       |
|----------------------------------------------------------------------------------------------------------------------------------------------------|
|   cmd: <class 'genie.libs.parser.nxos.show_ospf.ShowIpOspfVirtualLinks'>, arguments: {'vrf':'all'}                                                 |
|====================================================================================================================================================|
