+++ SW1 with alias 'cli': executing command 'show feature' +++
show feature
Feature Name          Instance  State   
private-vlan           1          disabled
privilege              1          disabled
ptp                    1          disabled
restconf               1          disabled
rip                    1          disabled
rip                    2          disabled
rip                    3          disabled
rip                    4          disabled
rise                   1          disabled
scheduler              1          disabled
scpServer              1          disabled
segment-routing        1          disabled
sflow                  1          disabled
sftpServer             1          disabled
sla_responder          1          disabled
sla_sender             1          disabled
sla_twamp              1          disabled
smart-channel          1          disabled
srte                   1          disabled
srv6                   1          disabled
sshServer              1          enabled 
tacacs                 1          disabled
telemetry              1          disabled
telnetServer           1          disabled
tun_enc_mgr            1          disabled
tunnel                 1          disabled
udld                   1          disabled
vmfex                  1          disabled
vmtracker              1          disabled
vni                    1          disabled
vnseg_vlan             1          disabled
vpc                    1          disabled
vrrp                   1          disabled
vrrpv3                 1          disabled
vtp                    1          disabled
SW1# 
+++ SW1 with alias 'cli': executing command 'show ip pim route vrf all' +++
show ip pim route vrf all
               ^
% Invalid command at '^' marker.
SW1# 
+++ SW1 with alias 'cli': executing command 'show ipv6 pim route vrf all' +++
show ipv6 pim route vrf all
                ^
% Invalid command at '^' marker.
SW1# 
+++ SW1 with alias 'cli': executing command 'show ip mroute vrf all' +++
show ip mroute vrf all
IP Multicast Routing Table for VRF "default"


SW1# 
+++ SW1 with alias 'cli': executing command 'show ipv6 mroute vrf all' +++
show ipv6 mroute vrf all
IPv6 Multicast Routing Table for VRF "default"


SW1# 
+++ SW1 with alias 'cli': executing command 'show ipv6 pim rp vrf all' +++
show ipv6 pim rp vrf all
                ^
% Invalid command at '^' marker.
SW1# 
+++ SW1 with alias 'cli': executing command 'show ip pim rp vrf all' +++
show ip pim rp vrf all
               ^
% Invalid command at '^' marker.
SW1# 
+++ SW1 with alias 'cli': executing command 'show ipv6 pim df vrf all' +++
show ipv6 pim df vrf all
                ^
% Invalid command at '^' marker.
SW1# 
+++ SW1 with alias 'cli': executing command 'sh run | egrep '^vrf|register-policy'' +++
sh run | egrep '^vrf|register-policy'
vrf context management
SW1# 
+++ SW1 with alias 'cli': executing command 'show ip pim policy statistics register-policy vrf all' +++
show ip pim policy statistics register-policy vrf all
               ^
% Invalid command at '^' marker.
SW1# 
+++ SW1 with alias 'cli': executing command 'show ip pim vrf all detail' +++
show ip pim vrf all detail
               ^
% Invalid command at '^' marker.
SW1# 
+++ SW1 with alias 'cli': executing command 'show ip pim group-range vrf all' +++
show ip pim group-range vrf all
               ^
% Invalid command at '^' marker.
SW1# 
+++ SW1 with alias 'cli': executing command 'show ipv6 pim group-range vrf all' +++
show ipv6 pim group-range vrf all
                ^
% Invalid command at '^' marker.
SW1# 
+++ SW1 with alias 'cli': executing command 'show ip pim df vrf all' +++
show ip pim df vrf all
               ^
% Invalid command at '^' marker.
SW1# 
+++ SW1 with alias 'cli': executing command 'show ip pim interface vrf all' +++
show ip pim interface vrf all
               ^
% Invalid command at '^' marker.
SW1# 
+++ SW1 with alias 'cli': executing command 'show ipv6 pim interface vrf all' +++
show ipv6 pim interface vrf all
                ^
% Invalid command at '^' marker.
SW1# 
+++ SW1 with alias 'cli': executing command 'show ip pim neighbor vrf all' +++
show ip pim neighbor vrf all
               ^
% Invalid command at '^' marker.
SW1# 
+++ SW1 with alias 'cli': executing command 'show ipv6 pim neighbor vrf all' +++
show ipv6 pim neighbor vrf all
                ^
% Invalid command at '^' marker.
SW1# 
Could not learn <class 'genie.libs.parser.nxos.show_pim.ShowIpv6PimNeighbor'>
Invalid command has been executed
+====================================================================================================================================================+
| Commands for learning feature 'Pim'                                                                                                                |
+====================================================================================================================================================+
| - Parsed commands                                                                                                                                  |
|----------------------------------------------------------------------------------------------------------------------------------------------------|
|   cmd: <class 'genie.libs.parser.nxos.show_feature.ShowFeature'>                                                                                   |
|   cmd: <class 'genie.libs.parser.nxos.show_mcast.ShowIpMrouteVrfAll'>                                                                              |
|   cmd: <class 'genie.libs.parser.nxos.show_mcast.ShowIpv6MrouteVrfAll'>                                                                            |
|====================================================================================================================================================|
| - Commands not accepted on the device                                                                                                              |
|----------------------------------------------------------------------------------------------------------------------------------------------------|
|   cmd: <class 'genie.libs.parser.nxos.show_pim.ShowIpPimRoute'>, arguments: {'vrf':'all'}                                                          |
|   cmd: <class 'genie.libs.parser.nxos.show_pim.ShowIpv6PimRoute'>, arguments: {'vrf':'all'}                                                        |
|   cmd: <class 'genie.libs.parser.nxos.show_pim.ShowIpv6PimRp'>, arguments: {'vrf':'all'}                                                           |
|   cmd: <class 'genie.libs.parser.nxos.show_pim.ShowIpPimRp'>, arguments: {'vrf':'all'}                                                             |
|   cmd: <class 'genie.libs.parser.nxos.show_pim.ShowIpv6PimDf'>, arguments: {'vrf':'all'}                                                           |
|   cmd: <class 'genie.libs.parser.nxos.show_pim.ShowIpPimPolicyStaticticsRegisterPolicy'>, arguments: {'vrf':'all'}                                 |
|   cmd: <class 'genie.libs.parser.nxos.show_pim.ShowIpPimVrfDetail'>, arguments: {'vrf':'all'}                                                      |
|   cmd: <class 'genie.libs.parser.nxos.show_pim.ShowIpPimGroupRange'>, arguments: {'vrf':'all'}                                                     |
|   cmd: <class 'genie.libs.parser.nxos.show_pim.ShowIpv6PimGroupRange'>, arguments: {'vrf':'all'}                                                   |
|   cmd: <class 'genie.libs.parser.nxos.show_pim.ShowIpPimDf'>, arguments: {'vrf':'all'}                                                             |
|   cmd: <class 'genie.libs.parser.nxos.show_pim.ShowIpPimInterface'>, arguments: {'vrf':'all'}                                                      |
|   cmd: <class 'genie.libs.parser.nxos.show_pim.ShowIpv6PimInterface'>, arguments: {'vrf':'all'}                                                    |
|   cmd: <class 'genie.libs.parser.nxos.show_pim.ShowIpPimNeighbor'>, arguments: {'vrf':'all'}                                                       |
|   cmd: <class 'genie.libs.parser.nxos.show_pim.ShowIpv6PimNeighbor'>, arguments: {'vrf':'all'}                                                     |
|====================================================================================================================================================|
